address,price,price_per_sqm,rooms,floor,sqm,date,lot_sqm,housing_type,monthly_fee,build_year,starting_price,page
Nicoloviusgatan 8B,5400000,45800,5,4,118,2025-06-16,,Lägenhet,5866,1954,5500000,8
Roslins väg 14A,2695000,44200,2,2,61,2025-06-16,,Lägenhet,5110,1954,2695000,8
Roslins väg 7,4100000,54700,3,3,75,2025-06-16,,Lägenhet,4938,1948,4150000,8
Regementsgatan 31B,3350000,42900,3,2,78,2025-06-16,,Lägenhet,5420,1942,3395000,8
Ystadsgatan 47A,1495000,29900,2,2,50,2025-06-16,,Lägenhet,4190,1937,1495000,8
Roslins väg 5,1950000,44300,1,1,44,2025-06-16,,Lägenhet,2387,,1895000,8
Spånehusvägen 56C,1400000,28000,2,2,50,2025-06-16,,Lägenhet,3817,1936,1495000,8
Vitemöllegatan 12A,1015000,21100,2,1,48,2025-06-16,,Lägenhet,3793,,1095000,8
Amiralsgatan 87B,1380000,26500,2,4,52,2025-06-16,,Lägenhet,4041,1947,1395000,8
Mariedalsvägen 62A,1500000,29700,2,3,50,2025-06-16,,Lägenhet,4561,1947,1595000,8
Sveagatan 100B,1900000,33000,2,2,57,2025-06-16,,Lägenhet,3938,1949,1995000,8
Baskemöllegatan 8B,1300000,25200,2,3,51,2025-06-16,,Lägenhet,3566,,1395000,8
Koggens gränd 1A,4000000,57100,3,2,70,2025-06-16,,Lägenhet,,,,8
Ymers gata 23C,2235000,40900,2,3,54,2025-06-16,,Lägenhet,3395,2019,2295000,8
Södra Förstadsgatan 119,950000,20700,1,3,46,2025-06-16,,Lägenhet,3729,,995000,8
Norra Skolgatan 13,1750000,29700,2,4,59,2025-06-16,,Lägenhet,5464,1940,1850000,8
Koristgatan 4,1240000,20000,2,1,62,2025-06-16,,Lägenhet,4076,1973,1395000,8
Uddeholmsgatan 32E,875000,16500,2,,53,2025-06-16,,Lägenhet,,,,9
Vimpelgatan 7,2615000,45100,2,2,58,2025-06-16,,Lägenhet,4364,2007,2795000,9
Lindeborgsgatan 321,2100000,23500,3,2,89,2025-06-16,,Lägenhet,5564,1982,2195000,9
Serenadgatan 30,950000,11600,3,7,82,2025-06-15,,Lägenhet,6399,1971,975000,9
Eriksdalsgatan 7A,1530000,25700,2,2,59,2025-06-15,,Lägenhet,4030,1961,1495000,9
Signalgatan 17,2850000,43800,2,3,65,2025-06-15,,Lägenhet,5996,2008,2895000,9
Krutmeijersgatan 10A,2260000,41100,3,4,55,2025-06-15,,Lägenhet,4321,1944,2195000,9
Åhusgatan 5,1050000,31900,1,1,32,2025-06-15,,Lägenhet,3233,1938,1095000,9
Limhamns Stationsväg 20,2350000,43500,2,5,54,2025-06-15,,Lägenhet,3810,,2350000,9
Västra Ryttmästaregatan 18A,2270000,42800,2,3,53,2025-06-15,,Lägenhet,3894,1948,2295000,9
Balladgatan 19,1320000,16000,3,5,82,2025-06-15,,Lägenhet,5131,1971,1395000,9
Spånehusvägen 62A,1495000,25300,2,1,59,2025-06-15,,Lägenhet,4762,1953,1495000,9
Norra Vallgatan 4,4600000,52900,3,2,87,2025-06-15,,Lägenhet,5037,1929,4795000,9
Dagvattengatan 8C,2000000,37000,2,5,54,2025-06-15,,Lägenhet,5162,,2095000,9
Föreningsgatan 43B,5100000,45500,4,3,112,2025-06-15,,Lägenhet,3548,1898,5295000,9
Munkhättegatan 28E,875000,14200,2,3,61,2025-06-14,,Lägenhet,4622,,795000,9
Ola Hanssonsgatan 3A,15100000,85800,5,9,176,2025-06-14,,Lägenhet,6989,1938,12950000,9
Själlandstorget 2C,3300000,40700,3,5,81,2025-06-14,,Lägenhet,6451,1945,3195000,9
Majorsgatan 8,2500000,29400,3,2,85,2025-06-14,,Lägenhet,5482,1983,2650000,9
Limhamnsvägen 10B,4100000,53200,3,5,77,2025-06-14,,Lägenhet,5712,1954,4295000,9
Sundholmsgatan 20,2695000,41500,2,4,65,2025-06-14,,Lägenhet,5392,1992,2695000,9
Klostergatan 4,5500000,,,,,2025-06-13,,Lägenhet,,,,9
Köpenhamnsvägen 20A,2025000,31900,2,4,63,2025-06-14,,Lägenhet,5447,1946,2095000,9
Slussplan 3A,4400000,57100,3,4,77,2025-06-13,,Lägenhet,3992,2013,4195000,9
Roslins väg 4,3200000,42700,2,2,75,2025-06-13,,Lägenhet,4440,1935,3295000,9
Möllevångsgatan 20B,1995000,50400,1,2,39,2025-06-13,,Lägenhet,2543,1939,1995000,9
Ribevägen 20A,2200000,37600,2,1,58,2025-06-13,,Lägenhet,4221,1949,2295000,9
Kronborgsvägen 18A,1450000,33700,2,1,43,2025-06-13,,Lägenhet,4523,1947,1495000,9
Balladgatan 43,1395000,17100,3,7,81,2025-06-13,,Lägenhet,5110,1971,1445000,9
Rantzowgatan 1,1350000,21300,3,3,63,2025-06-13,,Lägenhet,5755,1951,1350000,9
Hammars Parkväg 7,3495000,38400,3,1,91,2025-06-13,,Lägenhet,5260,2008,3495000,9
Industrigatan 2B,2895000,35300,3,3,82,2025-06-13,,Lägenhet,7538,1929,2895000,9
Eriksdalsgatan 3A,1150000,19500,2,4,59,2025-06-13,,Lägenhet,3901,1961,1195000,9
Barlastgatan 26,3900000,41700,4,1,93,2025-06-13,,Lägenhet,5710,2020,3895000,9
Serenadgatan 4,1250000,15600,3,2,80,2025-06-13,,Lägenhet,6038,1971,1295000,9
Dalslandsgatan 9,1250000,21200,2,2,58,2025-06-13,,Lägenhet,3737,1939,1295000,10
Spånehusvägen 62A,1375000,23300,2,3,59,2025-06-13,,Lägenhet,4864,1953,1495000,10
Branteviksgatan 5A,1425000,21400,3,8,66,2025-06-13,,Lägenhet,4579,1957,1350000,10
Föreningsgatan 50A,2500000,25800,3,5,97,2025-06-13,,Lägenhet,8325,1929,2795000,10
Jägersrovägen 13B,850000,14000,3,4,60,2025-06-13,,Lägenhet,4607,1958,895000,10
Solistgatan 2F,1025000,17400,2,2,59,2025-06-13,,Lägenhet,6080,2001,1095000,10
Amiralsgatan 87A,1225000,23600,2,4,52,2025-06-13,,Lägenhet,4140,1947,1295000,10
Carlsgatan 35,4995000,55800,4,9,89,2025-06-13,,Lägenhet,6110,2024,4675500,10
Räfsgatan 25,1200000,35300,1,4,34,2025-06-13,,Lägenhet,3086,2023,1350000,10
Formgatan 30,4900000,55100,3,2,89,2025-06-13,,Lägenhet,5477,2022,4995000,10
Industrigatan 17A,1600000,30200,2,3,53,2025-06-12,,Lägenhet,3026,2018,1695000,10
Bobergsängen 5B,1795000,33100,2,1,54,2025-06-12,,Lägenhet,4492,1948,1795000,10
Albinsrogatan 55,2495000,34900,3,8,71,2025-06-12,,Lägenhet,4810,1966,2495000,10
Sallerupsvägen 26C,1230000,28000,2,2,44,2025-06-12,,Lägenhet,3548,1939,1295000,10
Krankajen 10,4400000,54200,3,1,81,2025-06-12,,Lägenhet,4456,2004,4495000,10
Ribevägen 14C,2270000,36900,2,2,61,2025-06-12,,Lägenhet,4489,1951,2245000,10
Citadellsvägen 17A,5300000,57900,3,4,91,2025-06-12,,Lägenhet,5151,2021,5495000,10
Mellersta Tennisgränd 11,3160000,35900,3,3,88,2025-06-12,,Lägenhet,6229,2018,3295000,10
Kramersvägen 2A,2300000,31900,3,3,72,2025-06-12,,Lägenhet,5928,1954,2300000,10
Nobelvägen 78B,1000000,26300,1,3,38,2025-06-12,,Lägenhet,3825,1935,1030000,10
Södra Bulltoftavägen 25,2975000,41600,3,3,71,2025-06-12,,Lägenhet,5477,1917,2995000,10
Torpgatan 25,2800000,43400,3,2,64,2025-06-12,,Lägenhet,4821,1897,2800000,10
Dockplatsen 5,5350000,62200,3,5,86,2025-06-12,,Lägenhet,6418,2025,5495000,10
Föreningsgatan 83A,1810000,33500,2,1,54,2025-06-12,,Lägenhet,3067,1924,1995000,10
Kronetorpsgatan 52A,995000,14400,3,5,69,2025-06-12,,Lägenhet,5730,1961,995000,10
Carl Flormansgatan 2,2200000,32400,3,5,68,2025-06-12,,Lägenhet,5236,2015,2295000,10
Sperlingsgatan 10A,1130000,21100,2,3,53,2025-06-12,,Lägenhet,3862,1957,1145000,10
Kronetorpsgatan 106B,850000,11500,3,1,74,2025-06-11,,Lägenhet,5595,1964,895000,10
Kungsgatan 29,1995000,29800,2,2,67,2025-06-12,,Lägenhet,5587,1935,1995000,10
Beritta Gurrisgatan 9B,5900000,56200,4,4,105,2025-06-11,,Lägenhet,7032,,5495000,10
Nikolaigatan 22,3050000,33900,3,6,90,2025-06-11,,Lägenhet,6577,1992,2995000,10
Kilian Zollsgatan 21A,4420000,53300,3,2,83,2025-06-11,,Lägenhet,5584,1952,4295000,10
Östra Farmvägen 44A,1110000,22000,2,4,50,2025-06-11,,Lägenhet,3743,1955,995000,10
Östra Promenaden 9B,2350000,39200,2,4,60,2025-06-11,,Lägenhet,3658,1987,2295000,10
Tessins väg 8A,4495000,54800,3,7,82,2025-06-11,,Lägenhet,5724,1956,4495000,10
Kamrergatan 9,3125000,42200,3,4,74,2025-06-11,,Lägenhet,4372,1939,2995000,11
Skvadronsgatan 12,4450000,50000,3,5,89,2025-06-11,,Lägenhet,7139,1909,4495000,11
Kronetorpsgatan 52A,795000,20900,2,8,38,2025-06-11,,Lägenhet,3764,1961,795000,11
Köpenhamnsvägen 43A,3995000,39200,4,5,102,2025-06-11,,Lägenhet,8398,1952,3995000,11
Serenadgatan 22,1200000,16700,3,5,72,2025-06-11,,Lägenhet,5677,1972,1245000,11
Västanväg 49D,1885000,31900,2,3,59,2025-06-11,,Lägenhet,4274,1947,1895000,11
Nobelvägen 103B,1395000,26800,2,3,52,2025-06-11,,Lägenhet,4065,1953,1450000,11
Fredmansgatan 3B,1710000,46500,1,3,36,2025-06-11,,Lägenhet,2839,1926,1795000,11
Stensåkervägen 215,1495000,21700,2,2,69,2025-06-11,,Lägenhet,5743,,1495000,11
John Ericssons väg 65A,2150000,34100,3,3,63,2025-06-11,,Lägenhet,4636,1951,2295000,11
Drottninggatan 6A,1950000,34800,2,3,56,2025-06-11,,Lägenhet,4750,,2045000,11
Major Nilssonsgatan 7B,2355000,42000,2,3,56,2025-06-10,,Lägenhet,2906,1944,2150000,11
Ola Hanssonsgatan 3B,5000000,64900,3,6,77,2025-06-10,,Lägenhet,3063,1938,4995000,11
Koristgatan 16,1540000,24800,2,3,62,2025-06-10,,Lägenhet,4132,1973,1595000,11
Regementsgatan 27A,2600000,44100,2,4,59,2025-06-10,,Lägenhet,4571,1944,2495000,11
Kvartettgatan 52,1500000,15500,4,2,97,2025-06-10,,Lägenhet,7133,1972,1395000,11
Vitemöllegatan 1C,1240000,23400,2,3,53,2025-06-10,,Lägenhet,4803,1945,1295000,11
Lindeborgsgatan 47,2090000,24600,3,1,85,2025-06-10,,Lägenhet,5691,1980,2095000,11
Sköldgatan 6C,1270000,18100,3,2,70,2025-06-10,,Lägenhet,5646,1949,1395000,11
Almbacksgatan 17,2425000,41100,2,4,59,2025-06-10,,Lägenhet,3839,1932,2495000,11
Humanistgatan 4A,1200000,20300,2,8,59,2025-06-10,,Lägenhet,3000,1963,1245000,11
Drottninggatan 6B,2100000,31300,3,3,67,2025-06-10,,Lägenhet,5587,1935,2195000,11
Carlsgatan 35,2100000,38900,2,4,54,2025-06-10,,Lägenhet,4197,,2295000,11
Balladgatan 19,995000,15900,2,4,62,2025-06-10,,Lägenhet,4022,1971,995000,11
Blåsebergavägen 7,1995000,38400,2,3,52,2025-06-10,,Lägenhet,3601,2016,1995000,11
Amiralsgatan 4A,3375000,48900,2,5,69,2025-06-09,,Lägenhet,3295,1903,3195000,11
Amiralsgatan 83G,1225000,23600,2,4,52,2025-06-10,,Lägenhet,4780,1947,1245000,11
Branteviksgatan 10B,1075000,17900,2,4,60,2025-06-10,,Lägenhet,4229,1956,1095000,11
Slussgatan 14,2500000,43100,2,4,58,2025-06-09,,Lägenhet,3755,1907,2495000,11
Carlsgatan 35,3585000,53900,3,13,66,2025-06-09,,Lägenhet,4889,,3685000,11
Amiralsgatan 89E,775000,34400,1,1,22,2025-06-09,,Lägenhet,2245,1955,795000,11
Klubbegatan 4C,950000,23800,1,,40,2025-06-09,,Lägenhet,2653,1960,995000,11
Lotsgatan 27A,3050000,46900,2,1,65,2025-06-09,,Lägenhet,4343,1996,2950000,11
Regementsgatan 56B,4495000,54400,3,7,82,2025-06-09,,Lägenhet,5765,1939,4495000,11
Kungsörnsgatan 10,1695000,16100,4,3,105,2025-06-09,,Lägenhet,7410,1968,1695000,11
Södra Promenaden 57,5500000,44000,3,4,125,2025-06-09,,Lägenhet,7488,1875,4995000,12
Bomgatan 17,2795000,39600,2,4,70,2025-06-09,,Lägenhet,4949,2018,2795000,12
Knopgränd 3A,5495000,46600,4,1,118,2025-06-09,,Lägenhet,7332,2020,5495000,12
Spångatan 6A,2360000,35200,2,3,67,2025-06-09,,Lägenhet,5607,1991,2395000,12
Regementsgatan 31B,3300000,42300,3,4,78,2025-06-09,,Lägenhet,5420,1942,3395000,12
Oshögavägen 196,1300000,16900,3,2,77,2025-06-09,,Lägenhet,5410,1975,1345000,12
Gibraltargatan 3A,2995000,59300,2,5,50,2025-06-09,,Lägenhet,2875,2015,2995000,12
Kalkstensvägen 19,3700000,40200,3,1,92,2025-06-09,,Lägenhet,5956,2012,3995000,12
Jägersrovägen 19C,1200000,16900,3,3,71,2025-06-08,,Lägenhet,5157,1960,1200000,12
Jespersgatan 14B,630000,15800,1,3,40,2025-06-08,,Lägenhet,4343,1938,650000,12
Nicoloviusgatan 5A,2495000,55400,2,8,45,2025-06-08,,Lägenhet,2748,1959,2495000,12
Koristgatan 16,2275000,29000,3,7,78,2025-06-08,,Lägenhet,5081,1973,2295000,12
Nobelvägen 38,1275000,24100,1,2,53,2025-06-08,,Lägenhet,3850,1935,1350000,12
Åhusgatan 2,600000,46200,1,1,13,2025-06-08,,Lägenhet,1021,1939,630000,12
Blåsebergavägen 15,2600000,30600,3,1,85,2025-06-08,,Lägenhet,5937,2017,2795000,12
Regementsgatan 56B,2995000,36300,3,3,82,2025-06-07,,Lägenhet,5830,1939,2995000,12
Möllevångsgatan 20B,1745000,44100,1,5,39,2025-06-07,,Lägenhet,2543,1938,1745000,12
Falkmansgatan 5B,1750000,30700,2,6,57,2025-06-07,,Lägenhet,3587,1958,1750000,12
Drottningtorget 1,6995000,55500,4,,126,2025-06-08,,Lägenhet,5173,1906,6995000,12
Köpenhamnsvägen 46C,3350000,45000,3,3,74,2025-06-07,,Lägenhet,4927,1952,3445000,12
Regementsgatan 18,10300000,69100,5,2,149,2025-06-06,,Lägenhet,8362,1896,9795000,12
Carlsgatan 35,2895000,54100,2,13,53,2025-06-06,,Lägenhet,4159,,2895000,12
Henrik Wranérsgatan 1B,5150000,52600,3,4,98,2025-06-06,,Lägenhet,5951,1962,5295000,12
Drottninggatan 1AG,3995000,47600,3,1,84,2025-06-06,,Lägenhet,5495,2019,3895000,12
Amiralsgatan 84B,1500000,28300,2,4,53,2025-06-06,,Lägenhet,4581,1947,1395000,12
Karlshamnsgatan 5B,1600000,35600,1,1,45,2025-06-06,,Lägenhet,3118,1939,1650000,12
Konsultgatan 23,1250000,20200,2,7,62,2025-06-06,,Lägenhet,4998,1972,1295000,12
Karolingatan 28,2050000,24100,3,6,85,2025-06-06,,Lägenhet,5643,,2095000,12
Carl Flormansgatan 2,1795000,26800,3,3,67,2025-06-06,,Lägenhet,5159,,1795000,12
Kilian Zollsgatan 28B,2020000,43900,2,2,46,2025-06-06,,Lägenhet,3553,1942,2050000,12
Västra Skrävlingevägen 118,1895000,23700,3,3,80,2025-06-06,,Lägenhet,4575,1969,1895000,12
Beridaregatan 20C,3000000,47600,2,4,63,2025-06-05,,Lägenhet,4518,1941,2850000,12
Pilåkersvägen 5C,995000,31100,1,4,32,2025-06-05,,Lägenhet,3100,1951,995000,12
Solhöjdsgatan 25,1970000,57900,1,2,34,2025-06-05,,Lägenhet,3060,2022,1995000,12
Sandvångsgatan 3C,1850000,32400,2,3,57,2025-06-05,,Lägenhet,3037,1954,1895000,12
Sadelmakarebyn 2C,1190000,20200,2,4,59,2025-06-05,,Lägenhet,5386,2005,1250000,13
Lugna gatan 74,3900000,39000,4,3,100,2025-06-05,,Lägenhet,6967,1978,3995000,13
Kulladalsgatan 16D,2000000,23800,3,2,84,2025-06-05,,Lägenhet,5668,1965,2045000,13
Hyllie Vattenparksgata 44,2695000,37400,3,5,72,2025-06-05,,Lägenhet,5354,2018,2750000,13
Arkitektgatan 5,2595000,30700,3,3,84,2025-06-05,,Lägenhet,5699,,2595000,13
Kostergränd 4A,5350000,62900,4,2,85,2025-06-04,,Lägenhet,,,,13
Von Lingens väg 17,825000,10400,3,8,79,2025-06-05,,Lägenhet,6705,1968,1050000,13
Ahrenbergsgatan 8,2250000,30800,3,7,73,2025-06-05,,Lägenhet,6087,,2295000,13
Kilian Zollsgatan 7D,3050000,45500,2,1,67,2025-06-04,,Lägenhet,4891,1939,3195000,13
Kommendörsgatan 9A,6700000,54500,4,2,123,2025-06-04,,Lägenhet,6654,1901,6295000,13
Västra Skrävlingevägen 203,1460000,18100,3,1,80,2025-06-04,,Lägenhet,4533,1969,1495000,13
Fredriksbergsgatan 8,4100000,34700,4,2,118,2025-06-04,,Lägenhet,5945,1926,3995000,13
Salongsgatan 22I,4375000,69600,3,3,62,2025-06-04,,Lägenhet,5655,2001,3495000,13
Kronborgsvägen 18D,1525000,28200,2,2,54,2025-06-04,,Lägenhet,5432,1951,1445000,13
Roskildevägen 29B,1895000,35100,2,4,54,2025-06-04,,Lägenhet,5511,1946,1895000,13
Serenadgatan 23,860000,13400,2,12,64,2025-06-04,,Lägenhet,4580,1973,930000,13
Sankt Knuts väg 10A,2150000,37100,2,1,58,2025-06-04,,Lägenhet,4217,1936,2195000,13
Österportsgatan 1A,5400000,42900,5,4,126,2025-06-04,,Lägenhet,9131,1951,5495000,13
Toftängsgatan 7D,1950000,25300,3,1,77,2025-06-04,,Lägenhet,4360,1976,1995000,13
Stadiongatan 55E,1195000,32700,1,1,36,2025-06-04,,Lägenhet,2494,1959,1195000,13
Fabriksgatan 1,4325000,41200,4,5,105,2025-06-04,,Lägenhet,5022,1929,4495000,13
Storgatan 26,7425000,68800,4,3,108,2025-06-04,,Lägenhet,6287,1933,6995000,13
Hässleholmsgatan 8A,1200000,32400,1,3,37,2025-06-04,,Lägenhet,3345,1937,1250000,13
Skvadronsgatan 20A,1845000,46100,2,2,40,2025-06-04,,Lägenhet,3433,1944,1845000,13
Västra Bernadottesgatan 25B,1600000,29400,2,3,54,2025-06-04,,Lägenhet,4043,1955,1695000,13
Östra Farmvägen 40C,1645000,25300,3,4,65,2025-06-03,,Lägenhet,4308,1955,1645000,13
Neptunigatan 71,4895000,57600,4,3,85,2025-06-03,,Lägenhet,6355,2023,4895000,13
Östra Farmvägen 42D,1850000,26400,3,3,70,2025-06-03,,Lägenhet,4968,1955,1795000,13
Sallys gata 41,5550000,52900,4,3,105,2025-06-03,,Lägenhet,7680,2013,5595000,13
Föreningsgatan 69C,2400000,44400,2,3,54,2025-06-03,,Lägenhet,3919,1926,2495000,13
Annebergsgatan 12B,2250000,35400,2,5,63,2025-06-03,,Lägenhet,4232,1965,2295000,13
Finlandsgatan 2,1300000,18800,3,,69,2025-06-03,,Lägenhet,4866,,1295000,13
Kilian Zollsgatan 21B,2350000,44300,2,4,53,2025-06-03,,Lägenhet,4133,1952,2395000,13
Ribevägen 16A,2270000,37800,2,3,60,2025-06-03,,Lägenhet,4316,1949,2145000,13
Lägatan 11A,4195000,48800,4,3,86,2025-06-03,,Lägenhet,5793,2021,4195000,13
Nobelvägen 93A,2800000,38800,3,,72,2025-06-03,,Lägenhet,3132,1936,2795000,14
Lönnebergagatan 9C,1560000,30600,2,4,51,2025-06-03,,Lägenhet,4120,2018,1650000,14
Lönngatan 42B,1025000,21400,2,3,48,2025-06-03,,Lägenhet,3793,,995000,14
Åhusgatan 5,1475000,35200,2,2,41,2025-06-03,,Lägenhet,4248,1938,1550000,14
Formgatan 29,2575000,50500,2,3,51,2025-06-03,,Lägenhet,3418,2020,2650000,14
Eslövsgatan 5,2000000,40000,2,2,50,2025-06-02,,Lägenhet,3518,1934,1995000,14
Dockgatan 21,3595000,50600,3,1,71,2025-06-02,,Lägenhet,4332,2015,3595000,14
Klostergatan 5,4695000,56600,3,3,83,2025-06-02,,Lägenhet,5455,1983,4595000,14
Bodekullsgången 19C,1495000,32900,2,6,45,2025-06-02,,Lägenhet,3574,1954,1495000,14
Kronetorpsgatan 56A,840000,15100,2,3,55,2025-06-02,,Lägenhet,4735,1960,895000,14
Ribevägen 10B,1995000,34800,2,2,57,2025-06-02,,Lägenhet,4743,1948,1995000,14
Fredmansgatan 5B,2400000,41400,2,3,58,2025-06-02,,Lägenhet,4896,1929,2495000,14
Fernissagatan 6,1800000,31000,2,2,58,2025-06-02,,Lägenhet,4813,2020,1850000,14
Bangatan 4C,870000,36300,1,1,24,2025-06-02,,Lägenhet,1627,1964,895000,14
Carl Gustafs väg 26A,4695000,39100,4,3,120,2025-06-02,,Lägenhet,8352,1948,4695000,14
Axel Danielssons väg 71,875000,10900,3,3,80,2025-06-01,,Lägenhet,5328,1973,895000,14
Gustaf Rydbergsgatan 5,1550000,55400,1,1,28,2025-06-01,,Lägenhet,2037,1943,1495000,14
Bomgatan 19,7195000,62000,4,7,116,2025-06-01,,Lägenhet,7520,2017,7195000,14
Sundholmsgatan 17,4475000,38900,4,2,115,2025-06-01,,Lägenhet,8017,2012,4475000,14
Keramikvägen 2G,1495000,18500,3,1,81,2025-06-01,,Lägenhet,5177,,1495000,14
Lönngatan 44D,785000,16700,2,2,47,2025-06-01,,Lägenhet,3488,,845000,14
Södra Klockspelsvägen 1B,5750000,57800,4,,99,2025-05-31,,Lägenhet,8568,1942,5895000,14
Brobygatan 2A,1195000,28900,1,3,41,2025-06-01,,Lägenhet,3525,1937,1195000,14
Grönalundsgatan 26A,2700000,28700,4,1,94,2025-05-31,,Lägenhet,6659,1982,2850000,14
Västra Ryttmästaregatan 23,1350000,65900,1,1,20,2025-06-01,,Lägenhet,3233,1948,1395000,14
Krankajen 24,3650000,56200,2,2,65,2025-05-31,,Lägenhet,4637,2006,3695000,14
Verkstadsgatan 6A,3350000,60900,2,4,55,2025-05-31,,Lägenhet,4542,2021,3595000,14
Storgatan 43D,6000000,74100,3,5,81,2025-05-30,,Lägenhet,5983,2021,5795000,14
Lagmansgatan 3B,1970000,33400,2,3,59,2025-05-30,,Lägenhet,3978,1965,1995000,14
Arkitektgatan 43,2900000,32600,3,5,89,2025-05-30,,Lägenhet,6011,1967,2795000,14
Murtegelvägen 93,1125000,15700,2,,71,2025-05-30,,Lägenhet,4916,,995000,14
Glasbrukskajen 2A,2995000,57600,2,4,52,2025-05-30,,Lägenhet,2931,2016,2995000,14
Amiralsgatan 29A,3450000,47300,3,2,73,2025-05-30,,Lägenhet,6680,1913,3295000,14
Baskemöllegatan 5C,1700000,28800,2,4,59,2025-05-30,,Lägenhet,4707,1945,1495000,14
Serenadgatan 23,845000,17600,1,17,48,2025-05-30,,Lägenhet,3408,1973,845000,14
Gottorpsvägen 33F,2750000,32400,4,3,85,2025-05-30,,Lägenhet,7042,2016,2795000,15
Serenadgatan 11,870000,10900,3,2,80,2025-05-30,,Lägenhet,6038,1971,950000,15
Föreningsgatan 6A,4100000,38700,4,6,106,2025-05-30,,Lägenhet,7750,1991,4195000,15
Norrbäcksgatan 33,1285000,20100,2,4,64,2025-05-30,,Lägenhet,4441,1966,1295000,15
Rosendalsvägen 6,825000,25900,2,2,31,2025-05-30,,Lägenhet,2065,1938,895000,15
Östra Varvsgatan 5B,1730000,54100,1,4,32,2025-05-30,,Lägenhet,2521,2019,1895000,15
Regementsgatan 23,5050000,59400,3,3,85,2025-05-29,,Lägenhet,5581,1937,4695000,15
Västra Varvsgatan 18B,2500000,48100,2,2,52,2025-05-30,,Lägenhet,4016,,2595000,15
Lilla Varvsgatan 51A,5100000,54300,3,6,94,2025-05-29,,Lägenhet,6134,2021,4995000,15
Karlshamnsgatan 5A,1395000,31700,1,3,44,2025-05-29,,Lägenhet,3045,1939,1395000,15
Stora Nygatan 30,3950000,59800,2,3,66,2025-05-29,,Lägenhet,2831,1929,3795000,15
Ingenjörsgatan 26,1560000,21100,3,2,74,2025-05-29,,Lägenhet,4479,1967,1575000,15
Grönalundsgatan 8A,3450000,33500,4,2,103,2025-05-29,,Lägenhet,7297,1982,3495000,15
Möllevångsgatan 27B,1395000,49800,1,5,28,2025-05-29,,Lägenhet,2172,1939,1395000,15
Einar Hansens Esplanad 71,7200000,57100,4,6,126,2025-05-29,,Lägenhet,8492,2011,7295000,15
Stora Varvsgatan 43,5250000,55300,4,7,95,2025-05-29,,Lägenhet,7053,2022,5195000,15
Högerudsgatan 29A,3775000,37000,3,1,102,2025-05-29,,Lägenhet,7471,,3995000,15
Eslövsgatan 2A,1675000,34200,1,1,49,2025-05-29,,Lägenhet,2959,1937,1695000,15
Sankt Knuts väg 6B,1550000,40600,1,1,38,2025-05-29,,Lägenhet,2288,1930,1550000,15
Köpenhamnsvägen 41C,1825000,30900,2,6,59,2025-05-29,,Lägenhet,5106,1952,1850000,15
Roslins väg 14B,3750000,48100,3,2,78,2025-05-28,,Lägenhet,5854,1954,3595000,15
Claesgatan 2D,2475000,47600,2,4,52,2025-05-28,,Lägenhet,3425,1907,2295000,15
Limhamnsvägen 12C,4650000,62800,3,6,74,2025-05-28,,Lägenhet,4822,1948,4595000,15
Sjöblads väg 1,1245000,15300,3,6,81,2025-05-28,,Lägenhet,6768,1967,1245000,15
Dansörgatan 8,1575000,20100,3,3,78,2025-05-28,,Lägenhet,4859,1973,1575000,15
Fågelbacksgatan 6G,3650000,41200,3,7,88,2025-05-28,,Lägenhet,5990,1993,3495000,15
Regementsgatan 62,10700000,53000,5,4,202,2025-05-28,,Lägenhet,8730,1907,10500000,15
Rödkullastigen 6C,870000,15000,2,3,58,2025-05-28,,Lägenhet,4248,1959,895000,15
Arkitektgatan 29,2600000,25700,4,2,101,2025-05-28,,Lägenhet,6746,1967,2795000,15
Törnskärsgatan 2B,2400000,48000,2,4,50,2025-05-28,,Lägenhet,2941,1938,2495000,15
Helsingborgsgatan 5,2400000,42900,2,3,56,2025-05-28,,Lägenhet,3671,1932,2550000,15
Klubbegatan 10B,1395000,19900,3,3,70,2025-05-28,,Lägenhet,4179,1960,1395000,15
Klyvaregränd 11,6700000,51500,3,,130,2025-05-28,,Lägenhet,7524,2012,6495000,15
Lilla Varvsgatan 13K,3000000,53600,2,3,56,2025-05-28,,Lägenhet,3676,2021,3095000,15
Ängdalavägen 29,1995000,38400,2,3,52,2025-05-28,,Lägenhet,4490,1951,1995000,15
Erikslustvägen 10A,3020000,41400,3,1,73,2025-05-28,,Lägenhet,4799,1944,2995000,16
Bomgatan 18,4100000,48200,4,4,85,2025-05-28,,Lägenhet,6739,,4095000,16
Erikstorpsgatan 24,2250000,38100,2,1,59,2025-05-28,,Lägenhet,4408,1944,2395000,16
Köpenhamnsvägen 48C,3150000,42000,3,5,75,2025-05-28,,Lägenhet,5066,1954,3195000,16
Erik Dahlbergsgatan 21B,5300000,55800,3,2,95,2025-05-28,,Lägenhet,6085,1937,5395000,16
Västra Skrävlingevägen 137,1200000,20300,2,1,59,2025-05-28,,Lägenhet,3586,,1195000,16
Nicoloviusgatan 5B,3195000,54200,2,4,59,2025-05-28,,Lägenhet,3405,,3195000,16
Uddeholmsgatan 36,1095000,17000,3,7,64,2025-05-28,,Lägenhet,6718,,1095000,16
Disponentgatan 27,1785000,39700,2,3,45,2025-05-28,,Lägenhet,4037,1931,1795000,16
